sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	fulfillment-channel	handling-time
28736SG	38,7	19,35	77,4	0		
28739SG	69,9	34,95	139,8	47		
28689SG	84,7	42,35	169,4	0		
28686SG	27,9	13,95	55,8	0		
28733SG	50,1	25,05	100,2	0		
28685SG	57,1	28,55	114,2	0		
28740SG	37,2	18,6	74,4	0		
28741SG	37,2	18,6	74,4	0		
28734SG	60,2	30,1	120,4	0		
28742SG	50,4	25,2	100,8	0		
28735SG	72,5	36,25	145	0		
28792SG	31,3	15,65	62,6	0		
28789SG	30,7	15,35	61,4	48		
28678SG	141,9	70,95	283,8	0		
28738SG	57,1	28,55	114,2	0		
28694SG	227,5	113,75	455	0		
28702SG	53,5	26,75	107	0		
28700SG	85,7	42,85	171,4	0		
28703SG	67,8	33,9	135,6	0		
28813SG	71,5	35,75	143	0		
28815SG	34,3	17,15	68,6	0		
28814SG	36,6	18,3	73,2	0		
28612SG	77,4	38,7	154,8	0		
28605SG	44,2	22,1	88,4	0		
28610SG	44,2	22,1	88,4	0		
28602SG	62,4	31,2	124,8	0		
28820SG	18,7	9,35	37,4	0		
28819SG	26,4	13,2	52,8	0		
28823SG	14,1	7,05	28,2	0		
28822SG	31,9	15,95	63,8	0		
28552SG	60,8	30,4	121,6	0		
28043SG	85,1	42,55	170,2	0		
28044SG	85,7	42,85	171,4	10		
28048SG	57,1	28,55	114,2	0		
28708SG	304,6	152,3	609,2	0		
28035SG	57,1	28,55	114,2	0		
28036SGR	89,7	44,85	179,4	0		
28046SGR	40,9	20,45	81,8	20		
28045SG	57,6	28,8	115,2	86		
27858SG	25,8	12,9	51,6	0		
28856SG	450,8	225,4	901,6	17		
28858SG	481,1	240,55	962,2	17		
28854SG	450,8	225,4	901,6	11		
28643SG	1010,1	505,05	2020,2	0		
27845SG	631,5	315,75	1263	0		
27846SGR	602,4	301,2	1204,8	0		
28654SG	892,5	446,25	1785	0		
28888SG	37,2	18,6	74,4	0		
28558SG	270	135	540	5		
28650SG	1190,8	595,4	2381,6	0		
28653SG	1222	611	2444	0		
28655SG	1409,1	704,55	2818,2	0		
28808SG	17	8,5	34	111		
28554SG	22,4	11,2	44,8	0		
28563SG	84,7	42,35	169,4	0		
28560SG	59,2	29,6	118,4	0		
28559SG	32,6	16,3	65,2	0		
28562SG	43	21,5	86	0		
27865SG	12	6	24	0		
27863SG	15	7,5	30	0		
27862SG	17,2	8,6	34,4	0		
28600SG	34,1	17,05	68,2	0		
28662SG	13,6	6,8	27,2	213		
28665SG	13,6	6,8	27,2	49		
28666SG	25,7	12,85	51,4	263		
28664SG	13,6	6,8	27,2	192		
28663SG	13,6	6,8	27,2	170		
27923SG	45,5	22,75	91	0		
27921SG	25,8	12,9	51,6	0		
27920SG	25,8	12,9	51,6	0		
27918SG	35,6	17,8	71,2	0		
27912SG	25,8	12,9	51,6	0		
27922SG	45,5	22,75	91	0		
27913SG	25,8	12,9	51,6	0		
27919SG	42,6	21,3	85,2	0		
27915SG	26,6	13,3	53,2	23		
27916SGR	10,6	5,3	21,2	0		
27965SG	84,1	42,05	168,2	0		
27960SG	109,3	54,65	218,6	0		
27962SG	45,2	22,6	90,4	33		
27964SG	48,8	24,4	97,6	0		
28594SG	29,2	14,6	58,4	0		
28590SG	18,7	9,35	37,4	0		
28593SG	68,5	34,25	137	0		
28599SG	23,3	11,65	46,6	0		
28597SG	20	10	40	0		
28598SG	39,6	19,8	79,2	0		
28595SG	22,7	11,35	45,4	0		
28592SG	18,7	9,35	37,4	0		
28883SG	44,8	22,4	89,6	0		
28874SG	11	5,5	22	0		
28876SG	14,2	7,1	28,4	99		
28465SG	14,7	7,35	29,4	0		
28475SG	23,5	11,75	47	224		
28478SG	26,9	13,45	53,8	88		
28468SG	14,2	7,1	28,4	156		
28469SG	14,2	7,1	28,4	130		
28470SG	14,2	7,1	28,4	198		
28648SG	132,2	66,1	264,4	0		
28615SG	54,1	27,05	108,2	0		
28645SG	95,6	47,8	191,2	0		
27869SG	14,2	7,1	28,4	64		
27870SG	48,3	24,15	96,6	148		
27989SG	25,8	12,9	51,6	0		
28614SG	45,8	22,9	91,6	0		
28623SG	37,8	18,9	75,6	0		
28620SG	60,2	30,1	120,4	0		
28400SG	14,1	7,05	28,2	0		
28414SG	18,1	9,05	36,2	0		
28398SG	16,6	8,3	33,2	0		
28399SG	16,6	8,3	33,2	0		
28396SG	11,5	5,75	23	661		
28395SG	8,4	4,2	16,8	0		
28423SG	26,4	13,2	52,8	0		
28416SGR	40,9	20,45	81,8	0		
28419SG	27,5	13,75	55	29		
28418SG	32,8	16,4	65,6	35		
28847SG	72,8	36,4	145,6	0		
28589SG	53,5	26,75	107	0		
28585SG	36,2	18,1	72,4	0		
28584SG	36,2	18,1	72,4	0		
28583SG	22,9	11,45	45,8	0		
28573SG	19,9	9,95	39,8	0		
28579SG	16,9	8,45	33,8	0		
28624SG	15,7	7,85	31,4	0		
28409SG	33,6	16,8	67,2	0		
28394SG	19,5	9,75	39	287		
28619SG	13,3	6,65	26,6	0		
28780SG	31,5	15,75	63	29		
28439SG	62,1	31,05	124,2	0		
28440SG	63,2	31,6	126,4	0		
27866SG	33,1	16,55	66,2	0		
28443SG	107,2	53,6	214,4	0		
28630SG	94,6	47,3	189,2	0		
28713SG	50,9	25,45	101,8	0		
28712SG	72,5	36,25	145	0		
28818SG	50,9	25,45	101,8	0		
28816SGR	36,9	18,45	73,8	47		
28555SG	38	19	76	0		
28629SG	90	45	180	47		
28798SG	57	28,5	114	0		
28720SG	75,4	37,7	150,8	0		
28633SG	53,2	26,6	106,4	0		
27853SG	223,2	111,6	446,4	0		
28344SG	2431,2	1215,6	4862,4	0		
28413SG	31,5	15,75	63	100		
28572SG	46,9	23,45	93,8	0		
28569SG	53,1	26,55	106,2	0		
28553SG	32,6	16,3	65,2	0		
28571SG	72,5	36,25	145	0		
27875SG	31	15,5	62	0		
27882SG	22	11	44	118		
28642SG	55,1	27,55	110,2	20		
28335SG	192,3	96,15	384,6	0		
174VC0	16,1	8,05	32,2	22290		
195VC0	30,5	15,25	61	0		
1541VC0	9,95	4,97	19,9	191		
1632VC0	8,75	4,38	17,5	802		
1654VC0	8,35	4,17	16,7	0		
1658VC0	13,9	6,95	27,8	0		
1861VC0	20,9	10,45	41,8	0		
2392VC0	10,5	5,25	21	0		
2393VC0	10,5	5,25	21	0		
2394VC0	14,7	7,35	29,4	0		
2395VC0	11,25	5,62	22,5	256		
2398VC0	11,25	5,62	22,5	0		
2547VC0	10,8	5,4	21,6	0		
2630VC0	4237,1	2118,55	8474,2	0		
3033VC0	18,2	9,1	36,4	0		
3100VC0	40	20	80	29		
3101VC0	46,3	23,15	92,6	65		
3105VC0	70,8	35,4	141,6	87		
3109VC0	12	6	24	152		
3122VC0	43,1	21,55	86,2	0		
3372VC0	9,35	4,67	18,7	83		
3724VC0	13,3	6,65	26,6	113		
3737VC0	10,95	5,47	21,9	0		
3741VC0	17	8,5	34	0		
3742VC0	10,95	5,47	21,9	0		
4091VC0	47	23,5	94	0		
4149VC0	49,8	24,9	99,6	0		
4745VC0	19,2	9,6	38,4	28		
4900VC0	40	20	80	0		
5386VC0	10,5	5,25	21	0		
5391VC0	69	34,5	138	0		
5675VC0	11,85	5,92	23,7	53		
5941VC0	23,9	11,95	47,8	0		
5943VC0	83,7	41,85	167,4	614		
5952VC0	32	16	64	3638		
5971VC0	15,3	7,65	30,6	656		
6440VC0	13,5	6,75	27	20		
7103VC0	23,3	11,65	46,6	13		
7105VC0	10	5	20	0		
7106VC0	14,5	7,25	29	0		
7108VC0	9,5	4,75	19	0		
7112VC0	27	13,5	54	0		
7113VC0	8,3	4,15	16,6	0		
7116VC0	9,5	4,75	19	0		
7122VC0	8,3	4,15	16,6	210		
7129VC0	10,1	5,05	20,2	0		
7130VC0	12	6	24	92		
7135VC0	15,8	7,9	31,6	99		
7176VC0	7	3,5	14	150		
7179VC0	12	6	24	0		
7184VC0	8,3	4,15	16,6	151		
7186VC0	15,8	7,9	31,6	28		
7191VC0	7	3,5	14	135		
7367VC0	62	31	124	2288		
7368VC0	18	9	36	0		
7370VC0	14	7	28	1616		
7375VC0	23	11,5	46	0		
7437VC0	21	10,5	42	0		
7439VC0	13,3	6,65	26,6	264		
7440VC0	28,3	14,15	56,6	218		
7493VC0	43,3	21,65	86,6	7		
7496VC0	42	21	84	0		
7503VC0	21	10,5	42	0		
7632VC0	12,75	6,38	25,5	0		
7748VC0	57	28,5	114	127		
9060VC0	6,25	3,12	12,5	216		
9061VC0	6,25	3,12	12,5	81		
10165VC0	54,5	27,25	109	91		
64076RGSG	11,1	5,55	22,2	0		
53546RGSG	7,8	3,9	15,6	132		
26478RGSG	25,8	12,9	51,6	0		
26484RGSG	52,4	26,2	104,8	0		
20852RGSG	14,2	7,1	28,4	0		
25976RGSG	60,9	30,45	121,8	0		
44916RGSG	25,9	12,95	51,8	28		
26579RGSG	25,8	12,9	51,6	0		
26585RGSG	14,2	7,1	28,4	59		
26575RGSG	23,3	11,65	46,6	0		
26580RGSG	24,1	12,05	48,2	0		
26583RGSG	18,5	9,25	37	0		
26592RGSG	23,3	11,65	46,6	0		
26582RGSG	23,3	11,65	46,6	0		
26578RGSG	31,4	15,7	62,8	0		
26584RGSG	16,7	8,35	33,4	105		
26574RGSG	25,8	12,9	51,6	0		
26573RGSG	22,2	11,1	44,4	0		
26577RGSG	31,4	15,7	62,8	0		
26587RGSG	23,3	11,65	46,6	0		
26590RGSG	19,8	9,9	39,6	46		
26919RGSG	62,7	31,35	125,4	0		
28778RGSG	29,1	14,55	58,2	48		
27600RGSG	193,7	96,85	387,4	10		
25039RGSG	73,6	36,8	147,2	0		
27622RGSG	318,9	159,45	637,8	0		
27619RGSG	270,9	135,45	541,8	0		
27620RGSG	215,7	107,85	431,4	0		
27694RGSG	139	69,5	278	0		
26498RGSG	77,7	38,85	155,4	83		
26480RGSG	52,3	26,15	104,6	85		
26489RGSG	22,9	11,45	45,8	34		
27623RGSG	234,1	117,05	468,2	0		
27428RGSG	97,8	48,9	195,6	0		
26903RGSG	37,6	18,8	75,2	0		
26904RGSG	66,4	33,2	132,8	0		
27594RGSG	186,2	93,1	372,4	0		
26915RGSG	101,5	50,75	203	114		
27603RGSG	204,2	102,1	408,4	0		
27599RGSG	193,2	96,6	386,4	0		
24052RGSG	78,6	39,3	157,2	0		
26473RGSG	18,9	9,45	37,8	47		
26483RGSG	25,1	12,55	50,2	103		
26485RGSG	32,1	16,05	64,2	85		
26488RGSG	38	19	76	0		
26493RGSG	35,9	17,95	71,8	89		
26492RGSG	46,1	23,05	92,2	59		
27695RGSG	28,5	14,25	57	0		
4100RGSG	93,2	46,6	186,4	0		
27699RGSG	24,8	12,4	49,6	0		
27700RGSG	25,1	12,55	50,2	0		
28853RGSG	151,9	75,95	303,8	0		
26237RGSG	62,7	31,35	125,4	0		
57986RGSG	23,5	11,75	47	0		
27595RGSG	153	76,5	306	0		
27602RGSG	167,4	83,7	334,8	0		
27618RGSG	263,6	131,8	527,2	0		
26918RGSG	101,5	50,75	203	119		
26913RGSG	101,5	50,75	203	58		
24051RGSG	60,9	30,45	121,8	0		
24050RGSG	99,2	49,6	198,4	0		
26900RGSG	27,2	13,6	54,4	0		
26905RGSG	27,3	13,65	54,6	0		
26902RGSG	37,3	18,65	74,6	0		
27609RGSG	219,4	109,7	438,8	0		
20170RGSG	65,4	32,7	130,8	0		
24055RGSG	99,2	49,6	198,4	0		
17757RGSG	51,4	25,7	102,8	89		
26914RGSG	101,5	50,75	203	63		
27610RGSG	223	111,5	446	0		
25945RGSG	18,9	9,45	37,8	136		
26952RGSG	49,3	24,65	98,6	26		
26953RGSG	49,3	24,65	98,6	55		
27132RGSG	53,5	26,75	107	0		
27131RGSG	63,4	31,7	126,8	0		
27128RGSG	75,2	37,6	150,4	0		
27125RGSG	100,9	50,45	201,8	0		
27133RGSG	24,7	12,35	49,4	117		
27130RGSG	37,6	18,8	75,2	0		
27129RGSG	37,6	18,8	75,2	0		
27612RGSG	125,4	62,7	250,8	23		
27605RGSG	141,1	70,55	282,2	25		
26152RGSG	36,9	18,45	73,8	38		
37587RGSG	15,1	7,55	30,2	96		
99616RGSG	14,5	7,25	29	54		
27040RGSG	71,9	35,95	143,8	0		
27043RGSG	25,1	12,55	50,2	0		
27039RGSG	22,2	11,1	44,4	0		
27046RGSG	8,4	4,2	16,8	0		
17367RGSG	21,4	10,7	42,8	0		
37657RGSG	15,1	7,55	30,2	28		
27064RGSG	30,7	15,35	61,4	0		
27049RGSG	75,6	37,8	151,2	0		
27053RGSG	27	13,5	54	0		
27048RGSG	75,6	37,8	151,2	0		
23859RGSG	9,3	4,65	18,6	0		
27044RGSG	75,6	37,8	151,2	0		
27031RGSG	36,9	18,45	73,8	0		
22933RGSG	31	15,5	62	0		
27034RGSG	39,9	19,95	79,8	0		
27062RGSG	32,5	16,25	65	0		
27065RGSG	33,6	16,8	67,2	0		
27028RGSG	64,6	32,3	129,2	0		
27063RGSG	30,7	15,35	61,4	0		
27068RGSG	21,4	10,7	42,8	0		
17387RGSG	21,4	10,7	42,8	0		
26593RGSG	17,8	8,9	35,6	0		
1151RGSG	15,1	7,55	30,2	40		
35537RGSG	15,1	7,55	30,2	88		
20945RGSG	29,4	14,7	58,8	0		
20948RGSG	31,9	15,95	63,8	50		
24834RGSG	116,1	58,05	232,2	0		
27573RGSG	34,3	17,15	68,6	159		
27574RGSG	48,3	24,15	96,6	0		
27709RGSG	236,7	118,35	473,4	0		
26177RGSG	35,1	17,55	70,2	0		
26939RGSG	62,7	31,35	125,4	0		
26938RGSG	82,3	41,15	164,6	54		
27560RGSG	35,9	17,95	71,8	84		
27559RGSG	42,4	21,2	84,8	0		
27558RGSG	42,4	21,2	84,8	0		
25200RGSG	40,6	20,3	81,2	0		
25178RGSG	31,3	15,65	62,6	196		
25182RGSG	31,3	15,65	62,6	0		
25202RGSG	35,9	17,95	71,8	73		
25179RGSG	35,9	17,95	71,8	160		
25183RGSG	35,9	17,95	71,8	68		
25194RGSG	31,5	15,75	63	57		
25005RGSG	182,5	91,25	365	146		
27269RGSG	219,4	109,7	438,8	0		
27268RGSG	206,4	103,2	412,8	0		
27265RGSG	232,3	116,15	464,6	0		
27260RGSG	283,8	141,9	567,6	0		
26946RGSG	7,5	3,75	15	0		
24059RGSG	355,8	177,9	711,6	0		
27108RGSG	16,6	8,3	33,2	0		
27105RGSG	20	10	40	0		
27114RGSG	20,4	10,2	40,8	0		
27115RGSG	16,3	8,15	32,6	0		
27088RGSG	14,2	7,1	28,4	68		
27078RGSG	20	10	40	0		
27085RGSG	82,6	41,3	165,2	0		
25192RGSG	27,7	13,85	55,4	139		
25204RGSG	35,9	17,95	71,8	71		
25181RGSG	36,9	18,45	73,8	144		
25185RGSG	36,9	18,45	73,8	0		
25191RGSG	48,3	24,15	96,6	80		
19330RGSG	52	26	104	46		
11190RGSG	26,5	13,25	53	0		
27402RGSG	37,6	18,8	75,2	0		
27403RGSG	110,6	55,3	221,2	0		
27190RGSG	54,5	27,25	109	41		
27093RGSG	37,2	18,6	74,4	20		
27092RGSG	46,1	23,05	92,2	31		
27543RGSG	45,4	22,7	90,8	0		
27544RGSG	45,4	22,7	90,8	0		
27542RGSG	45,4	22,7	90,8	0		
19519RGSG	1,9	0,95	3,8	0		
27545RGSG	49,8	24,9	99,6	0		
27832RGSG	33,9	16,95	67,8	0		
27800RGSG	48,7	24,35	97,4	0		
27782RGSG	28,4	14,2	56,8	36		
27549RGSG	75,6	37,8	151,2	0		
76466RGSG	25,8	12,9	51,6	0		
27804RGSG	64,2	32,1	128,4	0		
27802RGSG	69	34,5	138	0		
27778RGSG	58,3	29,15	116,6	0		
27783RGSG	58,3	29,15	116,6	0		
27779RGSG	74,5	37,25	149	0		
27784RGSG	77,8	38,9	155,6	0		
26940RGSG	64,6	32,3	129,2	0		
26935RGSG	101,4	50,7	202,8	0		
26934RGSG	100,9	50,45	201,8	26		
26942RGSG	42,4	21,2	84,8	0		
62226RGSG	8,9	4,45	17,8	0		
27628RGSG	41,5	20,75	83	26		
27626RGSG	54,9	27,45	109,8	0		
26868RGSG	97,9	48,95	195,8	11		
26865RGSG	130,1	65,05	260,2	0		
27625RGSG	52,4	26,2	104,8	0		
27642RGSG	64,9	32,45	129,8	0		
27632RGSG	71,9	35,95	143,8	0		
27624RGSG	58	29	116	25		
27643RGSG	75,6	37,8	151,2	0		
27630RGSG	90	45	180	0		
27113RGSG	17,8	8,9	35,6	0		
27099RGSG	17,8	8,9	35,6	0		
27082RGSG	17,8	8,9	35,6	0		
26954RGSG	29,5	14,75	59	0		
26955RGSG	27,7	13,85	55,4	0		
27332RGSG	75,6	37,8	151,2	0		
27155RGSG	59,4	29,7	118,8	0		
27159RGSG	150,5	75,25	301	45		
26657RGSG	63,1	31,55	126,2	0		
26990RGSG	120,4	60,2	240,8	11		
27010RGSG	182,3	91,15	364,6	27		
27004RGSG	143	71,5	286	0		
26673RGSG	217	108,5	434	23		
27003RGSG	143	71,5	286	0		
27000RGSG	218,5	109,25	437	9		
26992RGSG	302,3	151,15	604,6	0		
26993RGSG	120,4	60,2	240,8	18		
26998RGSG	221	110,5	442	20		
27008RGSG	221	110,5	442	34		
27005RGSG	185,4	92,7	370,8	37		
27009RGSG	262,8	131,4	525,6	0		
27012RGSG	185,4	92,7	370,8	29		
27011RGSG	262,8	131,4	525,6	0		
26994RGSG	221	110,5	442	4		
27002RGSG	259,9	129,95	519,8	0		
24995RGSG	59,1	29,55	118,2	0		
79067RGSG	108,4	54,2	216,8	24		
25175RGSG	158,1	79,05	316,2	4		
27169RGSG	171,5	85,75	343	0		
26873RGSG	285,4	142,7	570,8	23		
27698RGSG	176,1	88,05	352,2	23		
27703RGSG	167,4	83,7	334,8	0		
24808RGSG	32,8	16,4	65,6	38		
27352RGSG	104,6	52,3	209,2	38		
26633RGSG	25,7	12,85	51,4	0		
27204RGSG	27,5	13,75	55	76		
27193RGSG	40,9	20,45	81,8	34		
27192RGSG	71,9	35,95	143,8	0		
26814RGSG	76,8	38,4	153,6	0		
25966RGSG	44,5	22,25	89	67		
11858RGSG	79,6	39,8	159,2	0		
11850RGSG	117,9	58,95	235,8	0		
11849RGSG	196	98	392	0		
27184RGSG	44,3	22,15	88,6	0		
27500RGSG	48	24	96	0		
27503RGSG	25,9	12,95	51,8	38		
27504RGSG	35,2	17,6	70,4	41		
1346RGSG	87,7	43,85	175,4	22		
68797RGSG	482,2	241,1	964,4	7		
27378RGSG	100,3	50,15	200,6	35		
27353RGSG	100,3	50,15	200,6	7		
27345RGSG	154,8	77,4	309,6	28		
27363RGSG	172,1	86,05	344,2	54		
27374RGSG	131,9	65,95	263,8	42		
27348RGSG	124,1	62,05	248,2	44		
28042RGSG	93,5	46,75	187	47		
10070RGSG	112,4	56,2	224,8	51		
27375RGSG	113,3	56,65	226,6	32		
27373RGSG	124,4	62,2	248,8	36		
27364RGSG	124,4	62,2	248,8	35		
27383RGSG	133,2	66,6	266,4	51		
27354RGSG	200,1	100,05	400,2	0		
27382RGSG	130,9	65,45	261,8	0		
27362RGSG	76,1	38,05	152,2	50		
27384RGSG	69,9	34,95	139,8	0		
27060RGSG	38	19	76	0		
27058RGSG	38	19	76	0		
26799RGSG	80,4	40,2	160,8	0		
26800RGSG	76,8	38,4	153,6	0		
27059RGSG	38	19	76	0		
26928RGSG	35,1	17,55	70,2	0		
24161RGSG	303,8	151,9	607,6	7		
28039RGSG	61,5	30,75	123	55		
45947RGSG	65,1	32,55	130,2	28		
45927RGSG	43,9	21,95	87,8	55		
24329RGSG	27,7	13,85	55,4	0		
27225RGSG	71,9	35,95	143,8	0		
27228RGSG	70	35	140	0		
27231RGSG	28,8	14,4	57,6	0		
27232RGSG	41	20,5	82	0		
27208RGSG	30,7	15,35	61,4	0		
27138RGSG	36,1	18,05	72,2	0		
27140RGSG	57,2	28,6	114,4	0		
25398RGSG	25,7	12,85	51,4	0		
25335RGSG	17,5	8,75	35	0		
25334RGSG	28,4	14,2	56,8	0		
25333RGSG	40,9	20,45	81,8	0		
27478RGSG	62,7	31,35	125,4	0		
27488RGSG	39,9	19,95	79,8	0		
27489RGSG	48,7	24,35	97,4	0		
27490RGSG	58,3	29,15	116,6	0		
27479RGSG	31,4	15,7	62,8	0		
27480RGSG	36,9	18,45	73,8	0		
27483RGSG	45,4	22,7	90,8	0		
28704RGSG	73	36,5	146	0		
27135RGSG	58,3	29,15	116,6	0		
27340RGSG	129,4	64,7	258,8	11		
18128RGSG	778,9	389,45	1557,8	0		
27368RGSG	123,8	61,9	247,6	50		
27372RGSG	76,8	38,4	153,6	25		
27350RGSG	101,2	50,6	202,4	62		
27369RGSG	140,5	70,25	281	47		
27235RGSG	75,6	37,8	151,2	0		
25463RGSG	63,7	31,85	127,4	0		
27200RGSG	59	29,5	118	0		
27199RGSG	74,5	37,25	149	0		
25314RGSG	61,4	30,7	122,8	0		
25309RGSG	48,4	24,2	96,8	0		
25311RGSG	40,2	20,1	80,4	0		
25313RGSG	47,1	23,55	94,2	0		
25339RGSG	48,6	24,3	97,2	0		
27658RGSG	127,2	63,6	254,4	0		
27469RGSG	25,1	12,55	50,2	0		
27470RGSG	38,8	19,4	77,6	0		
27459RGSG	33,9	16,95	67,8	0		
27460RGSG	42,4	21,2	84,8	0		
27148RGSG	30,7	15,35	61,4	67		
27149RGSG	51,3	25,65	102,6	0		
27655RGSG	138,3	69,15	276,6	0		
27660RGSG	105,1	52,55	210,2	0		
27458RGSG	59,4	29,7	118,8	0		
27455RGSG	68,3	34,15	136,6	0		
27454RGSG	59,4	29,7	118,8	0		
27450RGSG	49,8	24,9	99,6	0		
27452RGSG	56,1	28,05	112,2	0		
27449RGSG	69,3	34,65	138,6	0		
27451RGSG	82,6	41,3	165,2	0		
24279RGSG	30,3	15,15	60,6	0		
27495RGSG	38	19	76	0		
27498RGSG	49,8	24,9	99,6	25		
27408RGSG	75,6	37,8	151,2	0		
27185RGSG	75,6	37,8	151,2	0		
27409RGSG	125,7	62,85	251,4	4		
27180RGSG	38,3	19,15	76,6	47		
27365RGSG	123,5	61,75	247	47		
27413RGSG	128,3	64,15	256,6	0		
27412RGSG	105,1	52,55	210,2	0		
24241RGSG	50,5	25,25	101	0		
24239RGSG	35,8	17,9	71,6	0		
24240RGSG	35,8	17,9	71,6	0		
27434RGSG	141,1	70,55	282,2	8		
28825RGSG	53,5	26,75	107	0		
28824RGSG	79,3	39,65	158,6	0		
25402RGSG	27,7	13,85	55,4	0		
27211RGSG	48	24	96	0		
24225RGSG	23,5	11,75	47	29		
24224RGSG	38,3	19,15	76,6	35		
27212RGSG	46,1	23,05	92,2	0		
27473RGSG	37,7	18,85	75,4	25		
27474RGSG	45,2	22,6	90,4	65		
25403RGSG	35,4	17,7	70,8	0		
25410RGSG	68,3	34,15	136,6	0		
27462RGSG	33,9	16,95	67,8	0		
27463RGSG	42,4	21,2	84,8	0		
27509RGSG	65,3	32,65	130,6	0		
27510RGSG	94,1	47,05	188,2	0		
27468RGSG	61,6	30,8	123,2	0		
27422RGSG	206,4	103,2	412,8	0		
27659RGSG	230,4	115,2	460,8	0		
27433RGSG	366	183	732	0		
27425RGSG	825,9	412,95	1651,8	0		
83736RGSG	823,5	411,75	1647	0		
22261RGSG	178,1	89,05	356,2	0		
25273RGSG	241,3	120,65	482,6	0		
27360RGSG	99,3	49,65	198,6	29		
27442RGSG	162,9	81,45	325,8	13		
27445RGSG	62,7	31,35	125,4	0		
27443RGSG	105,1	52,55	210,2	0		
27444RGSG	57,2	28,6	114,4	0		
27505RGSG	71,9	35,95	143,8	0		
27508RGSG	99,2	49,6	198,4	0		
27431RGSG	99,7	49,85	199,4	0		
27499RGSG	68,4	34,2	136,8	16		
27429RGSG	305,2	152,6	610,4	0		
27405RGSG	169,9	84,95	339,8	11		
26921RGSG	30,7	15,35	61,4	0		
27123RGSG	67,8	33,9	135,6	0		
27404RGSG	90,1	45,05	180,2	21		
27144RGSG	46,1	23,05	92,2	0		
27145RGSG	51,3	25,65	102,6	0		
26212RGSG	43,1	21,55	86,2	59		
24970RGSG	19,4	9,7	38,8	0		
24971RGSG	22,1	11,05	44,2	0		
24979RGSG	19,4	9,7	38,8	0		
24980RGSG	22,1	11,05	44,2	0		
27424RGSG	285,7	142,85	571,4	0		
27423RGSG	213,1	106,55	426,2	0		
27430RGSG	209,3	104,65	418,6	4		
28705RGSG	69,3	34,65	138,6	0		
28706RGSG	12,7	6,35	25,4	0		
27183RGSG	52,3	26,15	104,6	40		
27492RGSG	68,3	34,15	136,6	0		
27493RGSG	81,2	40,6	162,4	0		
25455RGSG	48,8	24,4	97,6	0		
27494RGSG	84,5	42,25	169	0		
27188RGSG	29,1	14,55	58,2	106		
24508RGSG	80,4	40,2	160,8	0		
26925RGSG	62,7	31,35	125,4	0		
25445RGSG	49,8	24,9	99,6	0		
25448RGSG	33,2	16,6	66,4	0		
27349RGSG	114,6	57,3	229,2	43		
27370RGSG	101,9	50,95	203,8	65		
28040RGSG	117	58,5	234	6		
20224RGSG	496,2	248,1	992,4	0		
27299RGSG	11,9	5,95	23,8	0		
24514RGSG	110,6	55,3	221,2	0		
27143RGSG	71,2	35,6	142,4	0		
26798RGSG	102,5	51,25	205	0		
27675RGSG	83	41,5	166	0		
27683RGSG	48,3	24,15	96,6	0		
27679RGSG	83	41,5	166	0		
27682RGSG	129,1	64,55	258,2	0		
27680RGSG	129,1	64,55	258,2	0		
27684RGSG	48,3	24,15	96,6	0		
18964RGSG	68,3	34,15	136,6	0		
26479RGSG	39,9	19,95	79,8	0		
27160RGSG	97,2	48,6	194,4	9		
27162RGSG	135,9	67,95	271,8	0		
27084RGSG	50,5	25,25	101	0		
27083RGSG	78,6	39,3	157,2	0		
27090RGSG	86,6	43,3	173,2	0		
27089RGSG	130,9	65,45	261,8	0		
27122RGSG	65,6	32,8	131,2	0		
27121RGSG	105,1	52,55	210,2	0		
27803RGSG	75,6	37,8	151,2	0		
27790RGSG	69	34,5	138	0		
27796RGSG	75,2	37,6	150,4	0		
27785RGSG	85,6	42,8	171,2	0		
27788RGSG	87,8	43,9	175,6	0		
27798RGSG	71,2	35,6	142,4	0		
27799RGSG	90	45	180	104		
27775RGSG	65,3	32,65	130,6	0		
94666RGSG	24,1	12,05	48,2	0		
94576RGSG	21,6	10,8	43,2	20		
19540RGSG	13,3	6,65	26,6	0		
94546RGSG	20,8	10,4	41,6	0		
94606RGSG	23,5	11,75	47	0		
19523RGSG	22,4	11,2	44,8	0		
26874RGSG	178,4	89,2	356,8	0		
26875RGSG	168,9	84,45	337,8	0		
27421RGSG	153,5	76,75	307	17		
27420RGSG	213,9	106,95	427,8	24		
22829RGSG	69,3	34,65	138,6	23		
22832RGSG	62,1	31,05	124,2	0		
27418RGSG	66,9	33,45	133,8	40		
27419RGSG	99,6	49,8	199,2	0		
27415RGSG	105,5	52,75	211	12		
22828RGSG	39	19,5	78	51		
16176RGSG	48,3	24,15	96,6	0		
26343RGSG	41,5	20,75	83	34		
26344RGSG	37,9	18,95	75,8	0		
79157RGSG	13	6,5	26	0		
15848RGSG	9,3	4,65	18,6	0		
19339RGSG	7,8	3,9	15,6	0		
1704RGSG	10	5	20	0		
6037RGSG	38,1	19,05	76,2	0		
26732RGSG	40,5	20,25	81	208		
14803RGSG	20,1	10,05	40,2	0		
26742RGSG	17,3	8,65	34,6	312		
26735RGSG	12,3	6,15	24,6	0		
26741RGSG	15,6	7,8	31,2	0		
26743RGSG	20,4	10,2	40,8	0		
26733RGSG	27,7	13,85	55,4	0		
26731RGSG	25,1	12,55	50,2	149		
19294RGSG	15,9	7,95	31,8	0		
